Date,SSIF Portfolio,SSIF Benchmark,Excess Return
2019-04-05 0:00,14.43228912,14.66018372,-0.227894597
2019-04-08 0:00,14.49797302,14.5103235,-0.012350475
2019-04-09 0:00,13.89363705,13.89299175,0.000645296
2019-04-10 0:00,14.48589889,14.37518806,0.110710826
2019-04-11 0:00,14.44064241,14.59373496,-0.153092552
2019-04-12 0:00,14.83072903,15.06912297,-0.238393944
2019-04-15 0:00,15.08372384,15.34187218,-0.258148345
2019-04-16 0:00,15.27471564,15.28312918,-0.00841354
2019-04-17 0:00,15.6252785,15.03851313,0.586765366
2019-04-18 0:00,16.7225861,15.59506723,1.12751887
2019-04-19 0:00,16.8157166,15.68214973,1.133566867
2019-04-22 0:00,16.31286181,15.52106646,0.791795356
2019-04-23 0:00,17.1901551,16.685578,0.504577103
2019-04-24 0:00,17.38200855,16.77861737,0.603391178
2019-04-25 0:00,16.64828979,16.76713176,-0.118841975
2019-04-26 0:00,16.54727839,17.06173933,-0.51446094
2019-04-29 0:00,16.49375711,17.08831136,-0.594554248
2019-04-30 0:00,16.40765974,17.07139312,-0.663733376
2019-05-01 0:00,16.34352021,16.11194156,0.231578651
2019-05-02 0:00,16.86073289,15.94193606,0.918796828
2019-05-03 0:00,17.32838318,16.70416096,0.624222221
2019-05-06 0:00,16.71705106,16.56299711,0.154053951
2019-05-07 0:00,15.7068029,15.07197888,0.63482402
2019-05-08 0:00,15.73736537,15.01371102,0.723654343
2019-05-09 0:00,15.39136776,14.74207123,0.649296534
2019-05-10 0:00,15.15728932,14.66629726,0.49099206
2019-05-13 0:00,12.90209569,12.70413498,0.19796071
2019-05-14 0:00,13.99719499,13.66392055,0.333274441
2019-05-15 0:00,13.8911616,14.11181329,-0.220651693
2019-05-16 0:00,14.36779565,14.97087461,-0.603078961
2019-05-17 0:00,14.09999865,14.6385602,-0.53856155
2019-05-20 0:00,12.96853569,13.95544502,-0.986909324
2019-05-21 0:00,13.83503766,14.54669253,-0.711654872
2019-05-22 0:00,13.30053057,14.06932507,-0.768794502
2019-05-23 0:00,12.58461642,13.16086572,-0.5762493
2019-05-24 0:00,12.76406719,13.37185961,-0.607792422
2019-05-27 0:00,12.86422687,13.56441746,-0.700190592
2019-05-28 0:00,12.40660906,13.00735084,-0.600741782
2019-05-29 0:00,12.06978955,12.38030596,-0.310516412
2019-05-30 0:00,12.1757163,12.35605106,-0.18033476
2019-05-31 0:00,11.78807111,11.33460493,0.453466188
2019-06-03 0:00,11.88309221,10.87535821,1.007733994
2019-06-04 0:00,13.01499657,12.52847132,0.486525248
2019-06-05 0:00,13.26082765,13.09448201,0.166345643
2019-06-06 0:00,13.52146133,13.52671443,-0.005253098
2019-06-07 0:00,13.7570458,13.78545691,-0.028411109
2019-06-10 0:00,14.11508831,13.9797124,0.13537591
2019-06-11 0:00,14.22069104,14.12008933,0.100601709
2019-06-12 0:00,14.00357357,13.89107713,0.112496445
2019-06-13 0:00,13.77228146,14.54249707,-0.770215609
2019-06-14 0:00,14.31359946,14.83881463,-0.525215171
2019-06-17 0:00,14.67391335,15.2043084,-0.530395046
2019-06-18 0:00,16.03948616,16.30942839,-0.269942237
2019-06-19 0:00,16.08844388,16.3298971,-0.241453215
2019-06-20 0:00,16.15674824,16.35896502,-0.202216778
2019-06-21 0:00,16.03074085,16.1904442,-0.159703353
2019-06-24 0:00,15.29014642,15.98401684,-0.693870414
2019-06-25 0:00,14.03553189,14.73604904,-0.700517157
2019-06-26 0:00,13.96960529,14.28435368,-0.314748388
2019-06-27 0:00,14.14149611,14.48197865,-0.340482536
2019-06-28 0:00,14.15707016,14.83961417,-0.682544008
2019-07-01 0:00,15.5703138,15.62006704,-0.049753241
2019-07-02 0:00,15.63744943,16.15825375,-0.520804317
2019-07-03 0:00,15.83011836,16.80006205,-0.969943693
2019-07-04 0:00,15.57317218,16.6745736,-1.101401421
2019-07-05 0:00,15.39364227,16.72899129,-1.335349018
2019-07-08 0:00,14.71739798,16.10468335,-1.387285373
2019-07-09 0:00,15.28500791,16.65487238,-1.369864463
2019-07-10 0:00,15.59478561,16.94945466,-1.35466905
2019-07-11 0:00,15.85824285,16.87069861,-1.012455759
2019-07-12 0:00,16.06921425,16.88390213,-0.814687879
2019-07-15 0:00,16.50498156,16.94484731,-0.439865743
2019-07-16 0:00,16.39429257,16.59264111,-0.198348545
2019-07-17 0:00,15.67539911,16.22235313,-0.546954013
2019-07-18 0:00,17.00630929,16.71123141,0.295077877
2019-07-19 0:00,16.81473155,16.1349363,0.679795245
2019-07-22 0:00,17.3470884,16.63122994,0.715858462
2019-07-23 0:00,18.11616557,17.46242665,0.653738914
2019-07-24 0:00,18.78807285,17.89046455,0.8976083
2019-07-25 0:00,18.75908873,17.19202079,1.567067937
2019-07-26 0:00,19.34077102,18.16037634,1.180394678
2019-07-29 0:00,19.88116104,17.85789936,2.023261681
2019-07-30 0:00,19.37684845,17.66842974,1.708418713
2019-07-31 0:00,18.62028335,16.3964049,2.223878453
2019-08-01 0:00,18.31390032,16.11829297,2.195607343
2019-08-02 0:00,17.59143154,15.47565401,2.115777536
2019-08-05 0:00,14.87998866,13.10107312,1.77891554
2019-08-06 0:00,15.94703881,13.84254696,2.104491847
2019-08-07 0:00,16.96218065,14.66658001,2.295600639
2019-08-08 0:00,18.12802209,16.24585831,1.882163775
2019-08-09 0:00,17.10541261,15.39300484,1.712407771
2019-08-12 0:00,16.01137109,14.21386951,1.797501576
2019-08-13 0:00,17.67351135,15.57698674,2.096524609
2019-08-14 0:00,15.85104892,13.07142801,2.779620904
2019-08-15 0:00,16.09347663,13.32889406,2.764582571
2019-08-16 0:00,17.33356786,14.59815742,2.735410432
2019-08-19 0:00,18.58365011,15.79773126,2.785918849
2019-08-20 0:00,19.0833678,15.17338228,3.909985518
2019-08-21 0:00,19.44874995,15.83250919,3.616240762
2019-08-22 0:00,19.27832245,15.77526212,3.503060324
2019-08-23 0:00,16.57395433,13.16698827,3.40696606
2019-08-26 0:00,17.2796467,14.18035357,3.099293124
2019-08-27 0:00,16.99448893,14.00389559,2.990593337
2019-08-28 0:00,17.54567306,14.91123156,2.6344415
2019-08-29 0:00,18.81617611,16.1970203,2.619155813
2019-08-30 0:00,18.96425549,16.33198181,2.632273676
2019-09-02 0:00,19.12757447,16.48560883,2.641965643
2019-09-03 0:00,18.60409825,15.9998917,2.60420655
2019-09-04 0:00,19.17703125,16.61568375,2.561347503
2019-09-05 0:00,20.48392285,17.71044108,2.773481776
2019-09-06 0:00,20.24677346,17.321382,2.92539146
2019-09-09 0:00,20.2209126,17.11346853,3.107444064
2019-09-10 0:00,20.70035335,17.21698878,3.483364565
2019-09-11 0:00,21.39897903,18.05346132,3.345517712
2019-09-12 0:00,21.00764821,18.54160398,2.466044228
2019-09-13 0:00,21.40408798,18.90836144,2.495726547
2019-09-16 0:00,21.29760562,18.91302432,2.384581298
2019-09-17 0:00,21.59104512,19.39038145,2.200663666
2019-09-18 0:00,21.75255109,19.29709785,2.455453244
2019-09-19 0:00,21.48899047,19.48306271,2.005927762
2019-09-20 0:00,20.79887644,19.19911921,1.599757232
2019-09-23 0:00,21.11817088,19.18147342,1.93669746
2019-09-24 0:00,20.81086526,18.25775196,2.553113301
2019-09-25 0:00,21.26479337,18.78502745,2.479765927
2019-09-26 0:00,21.62039158,18.54723662,3.073154954
2019-09-27 0:00,20.93552564,17.79881389,3.136711749
2019-09-30 0:00,21.47732871,18.14447592,3.332852787
2019-10-01 0:00,20.87098649,16.76321611,4.107770373
2019-10-02 0:00,19.86689083,15.31227311,4.554617712
2019-10-03 0:00,20.73989423,16.22266063,4.517233597
2019-10-04 0:00,21.28499983,17.45928964,3.825710192
2019-10-07 0:00,21.03449523,16.99279289,4.04170234
2019-10-08 0:00,20.33203821,15.5927465,4.739291703
2019-10-09 0:00,20.97121485,16.56623558,4.404979269
2019-10-10 0:00,21.27933518,16.90904427,4.370290916
2019-10-11 0:00,21.75457822,17.22411834,4.530459881
2019-10-14 0:00,21.78452479,17.27409109,4.510433694
2019-10-15 0:00,22.39374204,17.94804576,4.445696288
2019-10-16 0:00,22.20404622,17.79652773,4.40751849
2019-10-17 0:00,21.95314779,17.6192533,4.333894489
2019-10-18 0:00,21.66119842,17.1809245,4.480273921
2019-10-21 0:00,22.4234729,17.62232028,4.801152618
2019-10-22 0:00,22.70779983,17.2203946,5.487405232
2019-10-23 0:00,22.46818934,17.37438351,5.093805825
2019-10-24 0:00,22.68579586,17.53252162,5.153274245
2019-10-25 0:00,23.36119494,17.8013742,5.559820733
2019-10-28 0:00,23.98087979,18.19790753,5.782972264
2019-10-29 0:00,23.40112349,18.28557002,5.115553471
2019-10-30 0:00,24.63275746,19.37029027,5.262467188
2019-10-31 0:00,24.24763875,18.87717261,5.370466145
2019-11-01 0:00,25.67943678,19.94920276,5.730234021
2019-11-04 0:00,26.24736841,20.38604734,5.861321065
2019-11-05 0:00,26.57479798,20.41951987,6.155278107
2019-11-06 0:00,26.9251224,20.7671327,6.157989705
2019-11-07 0:00,27.11902242,21.17611721,5.942905213
2019-11-08 0:00,26.50824832,21.79594672,4.712301595
2019-11-11 0:00,26.54965657,21.65407275,4.89558382
2019-11-12 0:00,26.62516551,21.92718976,4.697975758
2019-11-13 0:00,27.70405573,22.20579692,5.498258809
2019-11-14 0:00,28.18291906,22.41660775,5.766311314
2019-11-15 0:00,28.62089675,22.99776206,5.623134688
2019-11-18 0:00,29.22442729,23.00109003,6.223337262
2019-11-19 0:00,28.50291108,22.98736466,5.515546415
2019-11-20 0:00,28.0466784,23.09442251,4.952255884
2019-11-21 0:00,27.501385,22.86933756,4.632047447
2019-11-22 0:00,27.8713561,22.99733261,4.87402349
2019-11-25 0:00,29.40033105,23.93608577,5.464245288
2019-11-26 0:00,29.03511594,24.02582834,5.009287602
2019-11-27 0:00,29.46051858,24.47299904,4.987519538
2019-11-28 0:00,29.61427059,24.56599742,5.048273169
2019-11-29 0:00,29.08628071,24.02830771,5.057972997
2019-12-02 0:00,28.59359495,23.34250133,5.251093616
2019-12-03 0:00,27.52086222,22.53007925,4.990782975
2019-12-04 0:00,28.20423021,22.69320151,5.511028698
2019-12-05 0:00,27.61532699,22.41674481,5.198582176
2019-12-06 0:00,28.78542469,24.01237698,4.773047713
2019-12-09 0:00,28.2377981,23.41548704,4.822311066
2019-12-10 0:00,28.93029021,23.39428257,5.53600764
2019-12-11 0:00,29.49416947,23.49376949,6.000399984
2019-12-12 0:00,30.70890666,24.0532677,6.655638957
2019-12-13 0:00,31.10304146,24.27966512,6.823376345
2019-12-16 0:00,31.49590645,24.71972206,6.776184394
2019-12-17 0:00,31.67929519,24.80966674,6.869628449
2019-12-18 0:00,31.52527983,24.44275025,7.082529578
2019-12-19 0:00,31.9881243,24.97221845,7.01590585
2019-12-20 0:00,33.16595587,25.76173572,7.404220149
2019-12-23 0:00,33.49509377,25.87463774,7.620456026
2019-12-24 0:00,33.50030546,25.90529045,7.595015012
2019-12-25 0:00,33.52390399,25.92706208,7.596841916
2019-12-26 0:00,33.91505362,26.09206111,7.822992506
2019-12-27 0:00,33.64810379,25.87630646,7.771797327
2019-12-30 0:00,32.6205982,25.10744445,7.513153753
2019-12-31 0:00,32.15685297,24.70369267,7.453160298
2020-01-01 0:00,32.26497276,24.80369409,7.461278664
2020-01-02 0:00,33.36142973,25.55888675,7.802542987
2020-01-03 0:00,32.3929616,24.91084273,7.482118872
2020-01-06 0:00,32.63180119,25.27474106,7.357060135
2020-01-07 0:00,33.4701646,25.47710811,7.993056491
2020-01-08 0:00,34.49053606,26.00194332,8.488592747
2020-01-09 0:00,35.49062108,27.13449247,8.356128611
2020-01-10 0:00,35.08198696,26.63165338,8.450333582
2020-01-13 0:00,35.39176869,27.34493945,8.046829237
2020-01-14 0:00,35.67419978,27.49615182,8.178047961
2020-01-15 0:00,35.26912172,27.6730401,7.59608162
2020-01-16 0:00,36.12365557,28.52729067,7.596364901
2020-01-17 0:00,36.35155331,29.14880907,7.202744242
2020-01-20 0:00,36.42661096,29.23791623,7.188694732
2020-01-21 0:00,36.11440761,28.99588401,7.1185236
2020-01-22 0:00,36.88660188,29.46006604,7.426535832
2020-01-23 0:00,37.5882391,29.78747922,7.800759886
2020-01-24 0:00,36.74057265,28.86175111,7.878821545
2020-01-27 0:00,34.73857772,27.49734558,7.241232142
2020-01-28 0:00,35.97779895,28.48781303,7.48998592
2020-01-29 0:00,36.89331278,28.59720694,8.296105838
2020-01-30 0:00,36.50892074,28.93330767,7.575613063
2020-01-31 0:00,34.66821353,27.04985327,7.618360263
2020-02-03 0:00,35.8998345,28.03688376,7.862950739
2020-02-04 0:00,38.31330419,29.73428323,8.579020962
2020-02-05 0:00,39.5420181,31.13889765,8.403120459
2020-02-06 0:00,40.45006449,31.71850213,8.731562364
2020-02-07 0:00,39.82746641,31.05938456,8.768081847
2020-02-10 0:00,41.10204905,32.02708942,9.074959637
2020-02-11 0:00,41.8197596,32.06410432,9.755655287
2020-02-12 0:00,42.98371423,32.57967244,10.40404179
2020-02-13 0:00,42.9470811,32.43926659,10.50781451
2020-02-14 0:00,43.52769154,32.69046896,10.83722259
2020-02-17 0:00,43.40426555,32.57985603,10.82440952
2020-02-18 0:00,43.51611401,32.46339992,11.05271409
2020-02-19 0:00,44.06559896,32.9528532,11.11274576
2020-02-20 0:00,44.14240154,32.63704012,11.50536142
2020-02-21 0:00,43.33234688,31.42272606,11.90962082
2020-02-24 0:00,39.8471511,28.12821359,11.71893751
2020-02-25 0:00,36.93475867,24.72453331,12.21022536
2020-02-26 0:00,36.38429046,24.18293546,12.201355
2020-02-27 0:00,32.79815454,20.13238039,12.66577415
2020-02-28 0:00,31.37754493,18.80301135,12.57453358
2020-03-02 0:00,36.6459351,22.84029836,13.80563674
2020-03-03 0:00,34.27045987,20.00430437,14.2661555
2020-03-04 0:00,38.73295742,24.55351452,14.1794429
2020-03-05 0:00,35.35940733,21.2686398,14.09076753
2020-03-06 0:00,33.76380359,19.12647809,14.63732551
2020-03-09 0:00,24.71614726,9.512301127,15.20384614
2020-03-10 0:00,30.62683392,15.56677297,15.06006096
2020-03-11 0:00,25.0243387,9.918921555,15.10541714
2020-03-12 0:00,14.60240674,-1.029989915,15.63239665
2020-03-13 0:00,22.94215052,8.891905345,14.05024518
2020-03-16 0:00,8.267161115,-3.396756888,11.663918
2020-03-17 0:00,14.05950689,2.285262049,11.77424484
2020-03-18 0:00,6.553952683,-2.345035192,8.898987875
2020-03-19 0:00,8.143934287,-1.038755744,9.182690031
2020-03-20 0:00,5.967561093,-5.140760931,11.10832202
2020-03-23 0:00,3.066882656,-7.946900219,11.01378288
2020-03-24 0:00,12.34062133,1.266965084,11.07365625
2020-03-25 0:00,14.02516794,2.941216768,11.08395117
2020-03-26 0:00,17.36307224,6.338704184,11.02436805
2020-03-27 0:00,12.71427185,2.250683766,10.46358808
2020-03-30 0:00,15.16367644,5.964424736,9.199251703
2020-03-31 0:00,14.87197602,6.231744493,8.640231525
2020-04-01 0:00,9.959229135,1.614399223,8.344829912
2020-04-02 0:00,11.39179527,3.35772071,8.034074559
2020-04-03 0:00,9.552194762,1.813170387,7.739024375
2020-04-06 0:00,16.49842569,8.490477054,8.007948634
2020-04-07 0:00,15.91966511,7.773880385,8.145784725
2020-04-08 0:00,20.11727374,11.32970503,8.787568713
2020-04-09 0:00,19.79028992,12.42711145,7.363178469
2020-04-10 0:00,19.98683885,12.57913807,7.407700784
2020-04-13 0:00,18.94334343,11.39712087,7.546222556
2020-04-14 0:00,23.32390286,13.90433831,9.41956455
2020-04-15 0:00,21.82503049,12.38572418,9.439306312
2020-04-16 0:00,23.76802692,12.9132348,10.85479212
2020-04-17 0:00,26.49994103,15.72797309,10.77196794
2020-04-20 0:00,26.54792057,14.54234148,12.0055791
2020-04-21 0:00,23.8106866,11.78574832,12.02493828
2020-04-22 0:00,26.32465723,14.20536664,12.11929059
2020-04-23 0:00,25.27499411,13.36233673,11.91265738
2020-04-24 0:00,27.49924518,15.2243353,12.27490987
2020-04-27 0:00,29.06948837,16.74277324,12.32671513
2020-04-28 0:00,27.85175923,16.50461061,11.34714862
2020-04-29 0:00,29.56443938,19.33116616,10.23327323
2020-04-30 0:00,27.50265568,17.1876359,10.31501978
2020-05-01 0:00,26.08601499,15.61331624,10.47269875
2020-05-04 0:00,26.40424518,16.31174275,10.09250243
2020-05-05 0:00,27.68769815,17.04886754,10.63883061
2020-05-06 0:00,28.14746842,16.98897007,11.15849835
2020-05-07 0:00,27.7749707,17.30557723,10.46939347
2020-05-08 0:00,29.41174667,18.42142584,10.99032083
2020-05-11 0:00,31.09831848,19.32562353,11.77269495
2020-05-12 0:00,28.90813368,17.01194685,11.89618683
2020-05-13 0:00,27.78700455,15.01477812,12.77222642
2020-05-14 0:00,27.86199587,16.13090981,11.73108606
2020-05-15 0:00,27.21967543,16.69892764,10.52074779
2020-05-18 0:00,30.18739154,18.63318725,11.55420429
2020-05-19 0:00,28.43324941,17.89039384,10.54285557
2020-05-20 0:00,30.582278,19.5235061,11.0587719
2020-05-21 0:00,30.34087328,18.93607865,11.40479463
2020-05-22 0:00,30.48452994,19.73761744,10.74691251
2020-05-25 0:00,30.64962127,19.90382731,10.74579396
2020-05-26 0:00,31.87422816,20.08204019,11.79218796
2020-05-27 0:00,33.14899744,21.6654112,11.48358625
2020-05-28 0:00,32.47527764,21.14831512,11.32696252
2020-05-29 0:00,33.77961009,21.70394262,12.07566747
2020-06-01 0:00,32.9262856,20.99336921,11.93291639
2020-06-02 0:00,33.09327566,21.32143299,11.77184266
2020-06-03 0:00,34.59827845,22.91835133,11.67992712
2020-06-04 0:00,33.89907306,22.48649931,11.41257375
2020-06-05 0:00,36.17644128,25.04780291,11.12863837
2020-06-08 0:00,37.05458649,26.22641648,10.82817001
2020-06-09 0:00,37.42055529,25.44210732,11.97844797
2020-06-10 0:00,37.6820671,24.67412238,13.00794472
2020-06-11 0:00,32.37292986,18.76788002,13.60504984
2020-06-12 0:00,34.59514142,20.74707097,13.84807045
2020-06-15 0:00,35.68008515,21.74120775,13.9388774
2020-06-16 0:00,37.66345594,23.60341835,14.06003759
2020-06-17 0:00,37.00761771,22.75641183,14.25120589
2020-06-18 0:00,36.71485755,23.08211466,13.63274289
2020-06-19 0:00,36.81248846,22.61936935,14.1931191
2020-06-22 0:00,37.49339454,23.1409826,14.35241194
2020-06-23 0:00,38.1574792,23.32803232,14.82944688
2020-06-24 0:00,36.25908959,20.89012105,15.36896854
2020-06-25 0:00,37.57044294,22.65757934,14.91286361
2020-06-26 0:00,35.49943934,20.38312271,15.11631663
2020-06-29 0:00,37.05711139,22.05484206,15.00226933
2020-06-30 0:00,37.91469522,23.16206696,14.75262826
2020-07-01 0:00,37.57584683,23.2829216,14.29292523
2020-07-02 0:00,39.45273179,24.18224803,15.27048376
2020-07-03 0:00,39.02473661,23.92996276,15.09477385
2020-07-06 0:00,40.99325933,25.17219681,15.82106252
2020-07-07 0:00,40.12846366,24.38234977,15.74611389
2020-07-08 0:00,41.0212388,24.82959466,16.19164414
2020-07-09 0:00,41.82657957,24.45396954,17.37261003
2020-07-10 0:00,42.42519856,25.81244486,16.6127537
2020-07-13 0:00,41.82491804,24.6355616,17.18935644
2020-07-14 0:00,44.27453711,26.86001205,17.41452506
2020-07-15 0:00,45.12997641,27.57536874,17.55460766
2020-07-16 0:00,44.33373051,27.14171801,17.19201251
2020-07-17 0:00,46.12802008,27.97174712,18.15627297
2020-07-20 0:00,46.32952702,28.58811875,17.74140827
2020-07-21 0:00,46.1161357,28.08314008,18.03299562
2020-07-22 0:00,46.42362834,28.48964886,17.93397948
2020-07-23 0:00,44.15471087,26.8306098,17.32410107
2020-07-24 0:00,44.91487332,26.3418989,18.57297442
2020-07-27 0:00,46.88581523,27.19413773,19.6916775
2020-07-28 0:00,44.83036776,26.71865545,18.11171232
2020-07-29 0:00,47.02327148,27.92995059,19.09332089
2020-07-30 0:00,46.04698231,28.22771245,17.81926986
2020-07-31 0:00,47.8545241,28.26067995,19.59384415
2020-08-03 0:00,49.28123542,29.01865821,20.26257721
2020-08-04 0:00,49.44297657,29.53209144,19.91088514
2020-08-05 0:00,49.706547,29.67128007,20.03526693
2020-08-06 0:00,51.06778837,30.7687143,20.29907408
2020-08-07 0:00,51.20121551,31.26576579,19.93544972
2020-08-10 0:00,51.38278675,31.46257469,19.92021206
2020-08-11 0:00,50.17328645,30.15762545,20.01566099
2020-08-12 0:00,52.12428882,31.14147439,20.98281443
2020-08-13 0:00,51.27581888,30.77131711,20.50450177
2020-08-14 0:00,51.73815144,30.9628649,20.77528653
2020-08-17 0:00,53.02044741,31.32776736,21.69268005
2020-08-18 0:00,52.09139227,31.28794188,20.80345039
2020-08-19 0:00,52.26579299,30.68124115,21.58455184
2020-08-20 0:00,53.74189867,31.3406737,22.40122497
2020-08-21 0:00,55.99584166,31.31003789,24.68580377
2020-08-24 0:00,57.68806662,32.56097785,25.12708877
2020-08-25 0:00,57.96009548,32.82050381,25.13959167
2020-08-26 0:00,58.36765104,33.75623006,24.61142098
2020-08-27 0:00,57.91343847,33.80075577,24.1126827
2020-08-28 0:00,57.06810991,34.04362325,23.02448666
2020-08-31 0:00,55.96342511,32.82829912,23.13512599
2020-09-01 0:00,57.23998332,34.00424271,23.23574061
2020-09-02 0:00,58.3436582,35.589769,22.7538892
2020-09-03 0:00,53.83043065,32.20926069,21.62116995
2020-09-04 0:00,52.79017993,30.80939629,21.98078364
2020-09-07 0:00,52.45812928,30.57603069,21.88209858
2020-09-08 0:00,50.11437855,28.61615491,21.49822364
2020-09-09 0:00,52.75271117,30.98564955,21.76706162
2020-09-10 0:00,50.60735893,28.86285584,21.74450309
2020-09-11 0:00,51.81131225,29.18051373,22.63079852
2020-09-14 0:00,54.54080002,30.60517717,23.93562285
2020-09-15 0:00,56.68994589,31.24589455,25.44405134
2020-09-16 0:00,55.32850386,30.47590986,24.852594
2020-09-17 0:00,54.6583015,29.89022737,24.76807413
2020-09-18 0:00,53.03545095,28.60221223,24.43323872
2020-09-21 0:00,53.47336142,27.78848833,25.68487309
2020-09-22 0:00,54.55108716,29.30866536,25.2424218
2020-09-23 0:00,51.36069333,26.5890631,24.77163023
2020-09-24 0:00,52.1229433,27.37649313,24.74645016
2020-09-25 0:00,54.18733749,29.16431,25.02302749
2020-09-28 0:00,55.67492908,30.92718562,24.74774346
2020-09-29 0:00,55.81535564,30.57137587,25.24397977
2020-09-30 0:00,57.01070283,30.72441127,26.28629156
2020-10-01 0:00,57.53593448,30.99195726,26.54397721
2020-10-02 0:00,56.25846582,30.32037114,25.93809467
2020-10-05 0:00,58.9306723,32.13124918,26.79942312
2020-10-06 0:00,56.66822737,30.42676598,26.2414614
2020-10-07 0:00,58.97269873,32.58187852,26.39082021
2020-10-08 0:00,58.94854732,33.2282319,25.72031542
2020-10-09 0:00,59.37721967,33.48293203,25.89428764
2020-10-12 0:00,62.0179003,34.70269876,27.31520154
2020-10-13 0:00,61.29426372,34.24154907,27.05271465
2020-10-14 0:00,60.40443177,33.51603548,26.88839629
2020-10-15 0:00,61.26495677,34.21771666,27.04724012
2020-10-16 0:00,60.14519801,33.75077222,26.39442579
2020-10-19 0:00,58.25217832,31.57060071,26.68157761
2020-10-20 0:00,58.93776895,31.80768333,27.13008562
2020-10-21 0:00,57.46256111,31.3808816,26.08167951
2020-10-22 0:00,56.93515976,32.08110664,24.85405312
2020-10-23 0:00,57.420458,32.6311301,24.7893279
2020-10-26 0:00,56.25823257,30.79200632,25.46622625
2020-10-27 0:00,56.1442275,30.01637558,26.12785193
2020-10-28 0:00,53.46874182,26.79806998,26.67067184
2020-10-29 0:00,56.20664502,28.32731865,27.87932637
2020-10-30 0:00,53.55925749,26.89845323,26.66080426
2020-11-02 0:00,54.7504752,27.86808889,26.88238631
2020-11-03 0:00,55.20377713,28.96527144,26.23850569
